constellation name,star name,nomenclature name,equinox,right ascension hours,right ascension minutes,right ascension seconds,declination degrees,declination minutes,declination seconds,motion in right ascension,motion in declination,radial velocity,annual parallax,magnitude,Durchmusterung zone 1900,Durchmusterung number,
Capricornus,Pazhan,psCap,ICRS,20,46,5.733,-25,16,15.231,-0.342533333,-15.666,25.8,0.06816,4.14,-25,15018,
Capricornus,Bos,rhCap,ICRS,20,28,51.614,-17,48,49.273,-0.105266667,-0.766,18.4,0.03304,4.78,-18,5689,
Capricornus,Dorsum,thCap,ICRS,21,5,56.8281,-17,13,58.299,0.530933333,-6.164,-10.9,0.02061,4.07,-17,6174,
Capricornus,,upCap,ICRS,20,40,2.9445,-18,8,19.172,-0.151533333,-2.163,-12.5,0.00432,5.1,-18,5738,
Capricornus,Marakk,zeCap,ICRS,21,26,40.0261,-22,24,40.797,-0.0174,1.888,3,0.00819,3.74,-22,15388,
Carina,Canopus,alCar,ICRS,6,23,57.1099,-52,41,44.378,0.133266667,2.367,20.5,0.01043,-0.72,-52,914,
Carina,Miaplacidus,beCar,ICRS,9,13,11.9755,-69,43,1.948,-1.051066667,10.891,-5,0.02934,1.68,-69,1023,
Carina,Drus,chCar,ICRS,7,56,46.7143,-52,58,56.496,-0.1892,1.676,19.4,0.00843,3.47,-52,1343,
Carina,Drys,chCar,ICRS,7,56,46.7143,-52,58,56.496,-0.1892,1.676,19.4,0.00843,3.47,-52,1343,
Carina,Avior,epCar,ICRS,8,22,30.8356,-59,30,34.139,-0.168933333,2.272,11.6,0.00516,1.86,-59,1032,
Carina,Foramen,etCar,ICRS,10,45,3.591,-59,41,4.26,-0.050666667,0.1,-25,0,6.21,0,0,
Carina,Scutulum,ioCar,ICRS,9,17,5.4067,-59,16,30.825,-0.126866667,1.311,13.3,0.00471,2.25,-58,1465,
Carina,Tureis,ioCar,ICRS,9,17,5.4067,-59,16,30.825,-0.126866667,1.311,13.3,0.00471,2.25,-58,1465,
Carina,Aspidiske,ioCar,ICRS,9,17,5.4067,-59,16,30.825,-0.126866667,1.311,13.3,0.00471,2.25,-58,1465,
Carina,Simiram,omeCar,ICRS,10,13,44.2179,-70,2,16.452,-0.2382,0.755,7,0.00881,3.32,-69,1178,
Carina,Vathorz Posterior,thCar,ICRS,10,42,57.4013,-64,23,40.02,-0.1258,1.206,24,0.00743,2.76,-63,1599,
Carina,Vathorz Prior,upCar,ICRS,9,47,6.1216,-65,4,19.224,-0.077,0.497,0,0.00201,2.96,0,0,
Cassiopeia,Schedar,alCas,ICRS,0,40,30.4405,56,32,14.392,0.335733333,-3.217,-3.8,0.01427,2.23,55,139,
Cassiopeia,Shedir,alCas,ICRS,0,40,30.4405,56,32,14.392,0.335733333,-3.217,-3.8,0.01427,2.23,55,139,
Cassiopeia,Schedir,alCas,ICRS,0,40,30.4405,56,32,14.392,0.335733333,-3.217,-3.8,0.01427,2.23,55,139,
Cassiopeia,Caph,beCas,ICRS,0,9,10.6851,59,8,59.207,3.4892,-18.044,11.3,0.05989,2.27,58,3,
Cassiopeia,Ruchbah,deCas,ICRS,1,25,48.9523,60,14,7.019,1.9816,-4.95,6.7,0.03281,2.68,59,248,
Cassiopeia,Rucha,deCas,ICRS,1,25,48.9523,60,14,7.019,1.9816,-4.95,6.7,0.03281,2.68,59,248,
Cassiopeia,Segin,epCas,ICRS,1,54,23.7255,63,40,12.365,0.2132,-1.866,-8.1,0.00738,3.38,62,320,
Cassiopeia,Achird,etCas,ICRS,0,49,6.2912,57,48,54.674,7.247133333,-55.973,10,0.16799,3.44,57,150,
Cassiopeia,Tsih,gaCas,ICRS,0,56,42.5317,60,43,0.265,0.171,-0.382,-6.8,0.00532,2.47,59,144,
Cassiopeia,Cih,gaCas,ICRS,0,56,42.5317,60,43,0.265,0.171,-0.382,-6.8,0.00532,2.47,59,144,
Cassiopeia,,kaCas,ICRS,0,32,59.9917,62,55,54.418,0.0266,-0.21,-2.3,0.00079,4.16,62,102,
Cassiopeia,Marfak,muCas,ICRS,1,8,16.3942,54,55,13.221,22.81266667,-160.035,-97.2,0.13242,5.17,54,223,
Cassiopeia,,omiCas,ICRS,0,44,43.5177,48,17,3.711,0.1186,-0.762,-16.9,0.0036,4.54,47,183,
Cassiopeia,,psCas,ICRS,1,25,56.0217,68,7,48.045,0.500466667,2.682,-11.5,0.01689,4.74,67,123,
Cassiopeia,,rhCas,ICRS,23,54,23.0324,57,29,57.776,-0.030266667,-0.345,-43.1,0.00028,4.54,56,3111,
Cassiopeia,,zeCas,ICRS,0,36,58.2846,53,53,48.874,0.118466667,-0.915,2,0.00546,3.66,53,105,
Centaurus,Rigil Kent,alCen,ICRS,14,39,36.2,-60,50,8.2,-24.05333333,68.6,-22.3,0.742,-0.01,-60,5483,
Centaurus,Rigel Kentaurus,alCen,ICRS,14,39,36.2,-60,50,8.2,-24.05333333,68.6,-22.3,0.742,-0.01,-60,5483,
Centaurus,Toliman,alCen,ICRS,14,39,36.2,-60,50,8.2,-24.05333333,68.6,-22.3,0.742,-0.01,-60,5483,
Centaurus,Bungula,alCen,ICRS,14,39,36.2,-60,50,8.2,-24.05333333,68.6,-22.3,0.742,-0.01,-60,5483,
Centaurus,Hadar,beCen,ICRS,14,3,49.4045,-60,22,22.942,-0.2264,-2.506,5.9,0.00621,0.61,-59,5365,
Centaurus,Agena,beCen,ICRS,14,3,49.4045,-60,22,22.942,-0.2264,-2.506,5.9,0.00621,0.61,-59,5365,
Centaurus,,deCen,ICRS,12,8,21.4998,-50,43,20.732,-0.316866667,-0.642,11,0.00825,2.6,-50,6697,
Centaurus,Birdun,epCen,ICRS,13,39,53.2584,-53,27,59.018,-0.097333333,-1.279,3,0.00868,2.3,-52,6655,
Centaurus,,etCen,ICRS,14,35,30.4238,-42,9,28.168,-0.2354,-3.244,-0.2,0.01057,2.31,-41,8917,
Centaurus,Muhlifain,gaCen,ICRS,12,41,31.0386,-48,57,35.598,-1.248533333,-0.12,-5.5,0.02501,2.17,-48,7597,
Centaurus,Alhakim,ioCen,ICRS,13,20,35.8176,-36,42,44.262,-2.271733333,-8.798,0.1,0.05564,2.75,-36,8497,
Centaurus,Ke Kwan,kaCen,ICRS,14,59,9.6851,-42,6,15.098,-0.1184,-2.133,8,0.00605,3.13,-41,9342,
Centaurus,Ma Ti,laCen,ICRS,11,35,46.8847,-63,1,11.43,-0.2256,-0.687,-1.4,0.00796,3.13,-62,2127,
Centaurus,Mati,laCen,ICRS,11,35,46.8847,-63,1,11.43,-0.2256,-0.687,-1.4,0.00796,3.13,-62,2127,
Centaurus,,muCen,ICRS,13,49,36.989,-42,28,25.434,-0.159,-1.922,9.1,0.00619,3.04,-41,8172,
Centaurus,Kabkent Secunda,nuCen,ICRS,13,49,30.2771,-41,41,15.753,-0.1734,-2.038,9,0.00687,3.39,0,0,
Centaurus,Kabkent Tertia,phCen,ICRS,13,58,16.2661,-42,6,2.712,-0.157866667,-1.982,5.7,0.00701,3.806,0,0,
Centaurus,,piCen,ICRS,11,21,0.4067,-54,29,27.669,-0.235466667,-0.22,9.4,0.01015,3.89,-53,4498,
Centaurus,,psCen,ICRS,14,20,33.4316,-37,53,7.061,-0.43,-1.139,-5,0.01319,4.05,-37,9336,
Centaurus,,siCen,ICRS,12,28,2.3819,-50,13,50.286,-0.2166,-1.241,8,0.00736,3.91,-49,7115,
Centaurus,Menkent,thCen,ICRS,14,6,40.9485,-36,22,11.836,-3.462,-51.786,1.3,0.05352,2.06,-35,9260,
Centaurus,Proxima Centauri,V645 Cen,ICRS,14,29,42.9487,-62,40,46.141,-25.16933333,76.933,-3775.4,0.77233,11.01,0,0,
Centaurus,,xi-2Cen,ICRS,13,6,54.6393,-49,54,22.486,-0.174933333,-1.243,14.3,0.00792,4.27,-49,7644,
Centaurus,,zeCen,ICRS,13,55,32.3857,-47,17,18.15,-0.380933333,-4.475,6.5,0.00848,2.55,-46,8949,
Cepheus,Alderamin,alCep,ICRS,21,18,34.7715,62,35,8.061,0.9994,4.827,-10,0.06684,2.44,61,2111,
Cepheus,Alphirk,beCep,ICRS,21,28,39.5971,70,33,38.578,0.084,0.873,-8.2,0.00548,3.23,69,1173,
Cepheus,Alfirk,beCep,ICRS,21,28,39.5971,70,33,38.578,0.084,0.873,-8.2,0.00548,3.23,69,1173,
Cepheus,Alradif,deCep,ICRS,22,29,10.2663,58,24,54.715,0.1098,0.355,-16.8,0.00332,3.75,57,2548,
Cepheus,Alredif,deCep,ICRS,22,29,10.2663,58,24,54.715,0.1098,0.355,-16.8,0.00332,3.75,57,2548,
Cepheus,Phicares,epCep,ICRS,22,15,2.1899,57,2,36.912,3.176333333,4.999,-0.6,0.03886,4.19,0,0,
Cepheus,Phicareus,epCep,ICRS,22,15,2.1899,57,2,36.912,3.176333333,4.999,-0.6,0.03886,4.19,0,0,
Cepheus,Alagemin,etCep,ICRS,20,45,17.375,61,50,19.615,0.573933333,81.798,-87.3,0.06973,3.43,61,2050,
Cepheus,Alrai,gaCep,ICRS,23,39,20.849,77,37,56.193,-0.325666667,12.719,-42.4,0.0725,3.21,76,928,
Cepheus,Errai,gaCep,ICRS,23,39,20.849,77,37,56.193,-0.325666667,12.719,-42.4,0.0725,3.21,76,928,
Cepheus,Alvahet,ioCep,ICRS,22,49,40.8166,66,12,1.468,-0.440666667,-12.474,-12.4,0.02827,3.52,65,1814,
Cepheus,,kaCep,ICRS,20,8,53.3469,77,42,41.11,0.074066667,2.372,-22.8,0.00997,4.39,77,764,
Cepheus,Erakis,muCep,ICRS,21,43,30.4609,58,46,48.166,0.034933333,-0.288,19.3,0.00062,4.08,58,2316,
Cepheus,The Garnet Star,muCep,ICRS,21,43,30.4609,58,46,48.166,0.034933333,-0.288,19.3,0.00062,4.08,58,2316,
Cepheus,,nuCep,ICRS,21,45,26.9255,61,7,14.901,-0.020533333,-0.186,-20.8,0.00064,4.29,60,2288,
Cepheus,Al Kalb al Rai,rhCep,ICRS,22,29,52.9786,78,49,27.425,0.7747,-2.167,1,0.01375,5.5,78,801,
Cepheus,Alkidr,thCep,ICRS,20,29,34.8851,62,59,38.778,0.3,-1.331,-6.8,0.02404,4.22,62,1821,
Cepheus,Kurdah,xiCep,ICRS,22,3,47.4539,64,37,40.697,1.429733333,8.929,-7.2,0.03207,4.26,63,1802,
Cepheus,Alkurhah,xiCep,ICRS,22,3,47.4539,64,37,40.697,1.429733333,8.929,-7.2,0.03207,4.26,63,1802,
Cepheus,Kurhah,zeCep,ICRS,22,10,51.2767,58,12,4.539,0.089,0.449,-18.4,0.00449,3.35,57,2475,
Cetus,Menkar,alCet,ICRS,3,2,16.7721,4,5,23.042,-0.078733333,-7.876,-26.1,0.01482,2.53,3,419,
Cetus,Diphda,beCet,ICRS,0,43,35.3711,-17,59,11.777,1.551933333,3.271,13,0.03404,2.04,-18,115,
Cetus,Difda,beCet,ICRS,0,43,35.3711,-17,59,11.777,1.551933333,3.271,13,0.03404,2.04,-18,115,
Cetus,,chCet,ICRS,1,49,35.1027,-10,41,11.077,-0.992666667,-9.447,-0.9,0.04235,4.67,-11,352,
Cetus,Phycochroma,deCet,ICRS,2,39,28.9567,0,19,42.638,0.096266667,-0.253,13,0.00504,4.07,0,406,
Cetus,Deneb Algenubi,etCet,ICRS,1,8,35.3916,-10,10,56.151,1.438733333,-13.833,11.5,0.02773,3.45,-10,240,
Cetus,Kaffaljidhma,gaCet,ICRS,2,43,18.039,3,14,8.947,-0.9762,-14.527,-5.1,0.03978,3.47,2,422,
Cetus,Deneb Kaitos,ioCet,ICRS,0,19,25.6745,-8,49,26.117,-0.0958,-3.784,18.6,0.01126,3.56,-9,48,
Cetus,Shemali,ioCet,ICRS,0,19,25.6745,-8,49,26.117,-0.0958,-3.784,18.6,0.01126,3.56,-9,48,
Cetus,,ka-1Cet,ICRS,3,19,21.696,3,22,12.712,1.792466667,9.353,19.9,0.10918,4.83,2,518,
Cetus,Menkar,laCet,ICRS,2,59,42.9018,8,54,26.513,0.061466667,-1.492,10.2,0.00769,4.7,8,455,
Cetus,,muCet,ICRS,2,44,56.5423,10,6,50.925,1.901066667,-3.04,30.4,0.03871,4.27,9,359,
Cetus,,nuCet,ICRS,2,35,52.4721,5,35,35.687,-0.1926,-2.276,5,0.00877,4.86,4,418,
Cetus,Mira,omiCet,ICRS,2,19,20.7927,-2,58,39.513,0.068866667,-23.948,63.8,0.00779,3.04,-3,353,
Cetus,Al Nitham,ph-1Cet,ICRS,0,44,11.4013,-10,36,34.382,-0.0464,-11.388,0.6,0.01554,4.775,-11,153,
Cetus,,ph-2Cet,ICRS,0,50,7.591,-10,38,39.572,-1.4978,-22.844,7.7,0.06469,5.19,-11,153,
Cetus,Al Sadr al Ketus,piCet,ICRS,2,44,7.3499,-13,51,31.307,-0.050533333,-0.84,15.4,0.0074,4.25,-14,519,
Cetus,,rhCet,ICRS,2,25,57.0053,-12,17,25.727,-0.078066667,-1.137,10,0.00617,4.89,-12,451,
Cetus,,siCet,ICRS,2,32,5.2283,-15,14,40.837,-0.539466667,-14.684,-29.4,0.03873,4.75,-15,449,
Cetus,,taCet,ICRS,1,44,4.0829,-15,56,14.928,-11.4796,85.417,-16.4,0.27418,3.5,-16,295,
Cetus,Altawk,thCet,ICRS,1,24,1.405,-8,10,59.724,-0.522533333,-20.688,17.2,0.02848,3.6,-8,244,
Cetus,Abyssus Aqueus,upCet,ICRS,2,0,0.3079,-21,4,40.194,0.886733333,-2.453,18,0.01084,4,-21,358,
Cetus,,xi-1Cet,ICRS,2,12,59.9955,8,50,48.182,-0.174866667,-1.44,-4.2,0.00901,4.37,8,345,
Cetus,,xi-2Cet,ICRS,2,28,9.5425,8,27,36.193,0.278133333,-1.446,11.2,0.01853,4.28,7,388,
Cetus,Baten Kaitos,zeCet,ICRS,1,51,27.6336,-10,20,6.136,0.258533333,-3.804,9,0.01259,3.73,-11,359,
Chameleon,,beCha,ICRS,12,18,20.8242,-79,18,44.063,-0.2538,1.2,23,0.01205,4.26,-78,741,
Chameleon,,de-2Cha,ICRS,10,45,47.0033,-80,32,24.676,-0.248866667,0.619,22.6,0.00897,4.45,-79,556,
Chameleon,,etCha,ICRS,8,41,19.5122,-78,57,48.094,-0.1954,2.758,14,0.01032,5.47,-78,372,
Chameleon,,gaCha,ICRS,10,35,28.1062,-78,36,28.029,-0.253333333,1.153,-22.4,0.00789,4.11,-77,622,
Chameleon,,piCha,ICRS,11,37,15.6355,-75,53,47.558,-0.854733333,-0.121,-9.8,0.02375,5.74,-75,744,
Chameleon,,thCha,ICRS,8,20,38.5405,-77,29,4.118,-0.8606,4.078,21.7,0.02122,4.35,-77,383,
Circinus,,alCir,ICRS,14,42,30.4194,-64,58,30.499,-1.284266667,-23.406,7.2,0.06097,3.19,-64,2977,
Circinus,,beCir,ICRS,15,17,30.8494,-58,48,4.349,-0.655933333,-13.546,9.6,0.03375,4.07,-58,5875,
Columba,Phact,alCol,ICRS,5,39,38.9399,-34,4,26.788,-0.000666667,-2.405,35,0.01216,2.64,-34,2375,
Columba,Wazn,beCol,ICRS,5,50,57.5929,-35,46,5.911,0.3716,40.466,88.9,0.03794,3.12,-35,2546,
Columba,Ghusn al Zaitun,deCol,ICRS,6,22,6.8283,-33,26,11.04,-0.164666667,-5.248,-2.6,0.01375,3.853,0,0,
Columba,,etCol,ICRS,5,59,8.8053,-42,48,54.488,0.123533333,-1.145,17,0.00614,3.96,-42,2266,
Columba,,gaCol,ICRS,5,57,32.21,-35,16,59.807,-0.017666667,1.119,24.2,0.00382,4.36,-35,2612,
Columba,Al Kurud,kaCol,ICRS,6,16,33.1357,-35,8,25.867,0.0026,8.758,24.2,0.01783,4.37,-35,2800,
Columba,Tsze,laCol,ICRS,5,53,6.8812,-33,48,4.899,-0.030133333,3.24,30,0.00955,4.87,-33,2599,
Columba,,omiCol,ICRS,5,17,29.09,-34,53,42.747,0.624733333,-33.653,21.1,0.02963,4.83,-35,2214,
Coma Berenices,Diadem,alCom,ICRS,13,9,59.2766,17,31,45.953,-2.973066667,12.969,-17.7,0.06981,5.22,18,2697,
Coma Berenices,Aldafirah,beCom,ICRS,13,11,52.3935,27,52,41.459,-5.346333333,88.268,6.1,0.10923,4.26,28,2193,
Coma Berenices,Kissin,gaCom,ICRS,12,26,56.2723,28,16,6.322,-0.556066667,-8.099,3.9,0.01918,4.36,29,2288,
Corona Australis,Alfecca Meridiana,alCrA,ICRS,19,9,28.3417,-37,54,16.108,0.571533333,-9.665,-18.4,0.02515,4.11,-38,13350,
Corona Australis,,et-1CrA,ICRS,18,48,50.4902,-43,40,48.171,0.1626,-2.084,-4,0.0094,5.49,-43,12841,
Corona Australis,,thCrA,ICRS,18,33,30.1857,-42,18,45.035,0.216533333,-2.103,-2.1,0.00376,4.64,-42,13378,
Corona Borealis,Alphecca,alCrB,ICRS,15,34,41.2681,26,42,52.895,0.802533333,-8.944,1.7,0.04365,2.23,27,2512,
Corona Borealis,Alphekka,alCrB,ICRS,15,34,41.2681,26,42,52.895,0.802533333,-8.944,1.7,0.04365,2.23,27,2512,
Corona Borealis,Gemma,alCrB,ICRS,15,34,41.2681,26,42,52.895,0.802533333,-8.944,1.7,0.04365,2.23,27,2512,
Corona Borealis,Nusakan,beCrB,ICRS,15,27,49.7308,29,6,20.53,-1.209266667,8.684,-18.7,0.0286,3.68,29,2670,
Corona Borealis,,epCrB,ICRS,15,57,35.2518,26,52,40.368,-0.510333333,-6.024,-30.5,0.0142,4.15,27,2558,
Corona Borealis,,kaCrB,ICRS,15,51,13.9315,35,39,26.575,-0.0538,-34.741,-24,0.03213,4.82,36,2652,
Corona Borealis,The Blaze Star,taCrB,ICRS,16,8,58.299,36,29,27.399,-0.2714,34.347,-18.6,0.02884,4.76,36,2699,
Corona Borealis,,thCrB,ICRS,15,32,55.7825,31,21,32.88,-0.1308,-0.894,-25,0.01049,4.14,31,2750,
Corvus,Alchiba,alCrv,ICRS,12,8,24.817,-24,43,43.952,0.667866667,-3.933,4.4,0.06771,4.02,-24,10174,
Corvus,Alchita,alCrv,ICRS,12,8,24.817,-24,43,43.952,0.667866667,-3.933,4.4,0.06771,4.02,-24,10174,
Corvus,Kraz,beCrv,ICRS,12,34,23.2346,-23,23,48.333,0.005733333,-5.6,-7.6,0.02334,2.65,-22,3401,
Corvus,Algorab,deCrv,ICRS,12,29,51.8554,-16,30,55.557,-1.3998,-13.93,9,0.03711,2.95,-15,3482,
Corvus,Minkar,epCrv,ICRS,12,10,7.4807,-22,37,11.159,-0.4768,1.055,4.9,0.01075,3,-21,3487,
Corvus,Avis Satyra,etCrv,ICRS,12,32,4.227,-16,11,45.627,-2.829133333,-5.841,-3.5,0.05492,4.31,0,0,
Corvus,Gienah Corvi,gaCrv,ICRS,12,15,48.3702,-17,32,30.946,-1.063866667,2.231,-4.2,0.01978,2.59,-16,3424,
Crater,Alkes,alCrt,ICRS,10,59,46.4647,-18,17,55.62,-3.082533333,12.911,46.8,0.01871,4.08,-17,3273,
Crater,Alsharasif,beCrt,ICRS,11,11,39.4893,-22,49,33.05,0.031533333,-9.906,4.73,0.01226,4.48,-22,3095,
Crater,Labrum,deCrt,ICRS,11,19,20.4475,-14,46,42.749,-0.8298,20.661,-5.2,0.01675,3.56,-13,3345,
Crater,,epCrt,ICRS,11,24,36.5911,-10,51,33.564,-0.160933333,2.446,3.1,0.00895,4.895,0,0,
Crater,,etCrt,ICRS,11,56,0.9536,-17,9,2.983,-0.327133333,-0.823,15,0.01142,5.18,-16,3358,
Crater,,gaCrt,ICRS,11,24,52.9238,-17,41,2.435,-0.646733333,0.322,1,0.0389,4.08,-16,3244,
Crater,,thCrt,ICRS,11,36,40.9134,-9,48,8.089,-0.395466667,0.282,1,0.0107,4.7,-8,3202,
Crater,,zeCrt,ICRS,11,44,45.7756,-18,21,2.428,0.181,-2.456,-4.6,0.00931,4.73,-17,3460,
Crux,Acrux,al-1Cru,ICRS,12,26,35.871,-63,5,56.58,-0.235333333,-1.2,-11.2,0,1.4,-62, 2745 # one star of a binary system,
Crux,Acrux,alCru,ICRS,12,26,35.8958,-63,5,56.73,-0.2358,-1.473,0,0.01017,0.81,-62, 2745 # binary star system,
Crux,Mimosa,beCru,ICRS,12,47,43.2631,-59,41,19.549,-0.3216,-1.282,15.6,0.00925,1.25,-59,4451,
Crux,Decrux,deCru,ICRS,12,15,8.7157,-58,44,56.14,-0.244533333,-1.072,22.2,0.00896,2.8,-58,4189,
Crux,Juxta Crucem,epCru,ICRS,12,21,21.6093,-60,24,4.128,-1.1404,9.82,-4.6,0.0143,3.59,0,0,
Crux,Gacrux,gaCru,ICRS,12,31,9.9593,-57,6,47.562,0.186266667,-26.433,21.4,0.03709,1.63,-56,5272,
Cygnus,,61Cyg,ICRS,21,6,54.6,38,44,45,27.55366667,320.178,4133.05,4.13305,5.21,38,4343,
Cygnus,Deneb,alCyg,ICRS,20,41,25.9147,45,16,49.217,0.0104,0.155,-4.5,0.00101,1.25,44,3541,
Cygnus,Albireo,be-1Cyg,ICRS,19,30,43.2806,27,57,34.852,-0.047266667,-0.563,-24,0.00846,3.24,27,3410,
Cygnus,Ruc,deCyg,ICRS,19,44,58.4779,45,7,50.915,0.28813333,4.844,-20.1,0.01907,2.9,0,0,
Cygnus,Rukh,deCyg,ICRS,19,44,58.4779,45,7,50.915,0.28813333,4.844,-20.1,0.01907,2.9,0,0,
Cygnus,Urakhga,deCyg,ICRS,19,44,58.4779,45,7,50.915,0.28813333,4.844,-20.1,0.01907,2.9,0,0,
Cygnus,Al Fawaris,deCyg,ICRS,19,44,58.4779,45,7,50.915,0.28813333,4.844,-20.1,0.01907,2.9,0,0,
Cygnus,Gienah Cygni,epCyg,ICRS,20,46,12.6827,33,58,12.922,2.374466667,33.028,-10.6,0.04526,2.46,33,4018,
Cygnus,Gienah Ghurab,epCyg,ICRS,20,46,12.6827,33,58,12.922,2.374466667,33.028,-10.6,0.04526,2.46,33,4018,
Cygnus,,etCyg,ICRS,19,56,18.3719,35,5,0.325,-0.226666667,-2.76,-26.5,0.0234,3.89,34,3798,
Cygnus,Sador,gaCyg,ICRS,20,22,13.7019,40,15,24.045,0.0162,-0.093,-7.5,0.00214,2.2,39,4159,
Cygnus,Sadir,gaCyg,ICRS,20,22,13.7019,40,15,24.045,0.0162,-0.093,-7.5,0.00214,2.2,39,4159,
Cygnus,Sadr,gaCyg,ICRS,20,22,13.7019,40,15,24.045,0.0162,-0.093,-7.5,0.00214,2.2,39,4159,
Cygnus,,io-2Cyg,ICRS,19,29,42.3591,51,43,47.204,0.139466667,12.812,-19.5,0.02663,3.79,51,2605,
Cygnus,,kaCyg,ICRS,19,17,6.1688,53,22,6.454,0.401466667,12.293,-29.3,0.02648,3.77,53,2216,
Cygnus,,nuCyg,ICRS,20,57,10.4183,41,10,1.688,0.056733333,-2.397,-27.6,0.00917,3.94,40,4364,
Cygnus,Ruchbah I,ome-1Cyg,ICRS,20,30,3.5407,48,57,5.648,0.066733333,0.764,-22,0.00375,4.95,48,3142,
Cygnus,Ruchbah II,ome-2Cyg,ICRS,20,31,18.8163,49,13,13.07,0.0586,-3.128,-64,0.00807,5.44,48,3154,
Cygnus,Azelfafage,pi-1Cyg,ICRS,21,42,5.6646,51,11,22.639,0.035,-0.211,-8.2,0.00194,4.67,50,3410,
Cygnus,,pi-2Cyg,ICRS,21,46,47.6091,49,18,34.453,0.024066667,-0.186,-12.3,0.00282,4.23,48,3504,
Cygnus,,rhCyg,ICRS,21,33,58.8525,45,35,30.615,-0.1632,-9.388,6.9,0.0262,4.02,44,3865,
Cygnus,,siCyg,ICRS,21,17,24.9529,39,23,40.853,0.002866667,-0.361,-4.1,0.00072,4.23,38,4431,
Cygnus,,thCyg,ICRS,19,36,26.53,50,13,15.9,-0.054333333,26.299,-28,0.05378,4.48,49,3062,
Cygnus,,upCyg,ICRS,21,17,55.0764,34,53,48.832,0.079733333,0.685,4,0.00362,4.43,34,4371,
Cygnus,,xiCyg,ICRS,21,4,55.8628,43,55,40.267,0.057333333,0.035,-19.7,0.00277,3.72,43,3800,
Cygnus,,zeCyg,ICRS,21,12,56.1862,30,13,36.897,0.0458,-6.812,17.4,0.02162,3.2,29,4348,
Delphinus,Sualocin,alDel,ICRS,20,39,38.2874,15,54,43.459,0.360933333,0.791,-3.4,0.01355,3.77,15,4222,
Delphinus,Rotanev,beDel,ICRS,20,37,32.9411,14,35,42.313,0.788533333,-4.765,-22.7,0.03349,3.64,14,4369,
Delphinus,,deDel,ICRS,20,43,27.5339,15,4,28.491,-0.130733333,-4.174,9.3,0.01603,4.43,14,4403,
Delphinus,Deneb Dulphim,epDel,ICRS,20,33,12.7712,11,18,11.746,0.071666667,-2.854,-19.3,0.00909,4.03,10,4321,
Delphinus,,ga-2Del,ICRS,20,46,39.5023,16,7,27.466,-0.172533333,-19.627,-6.5,0.03214,4.27,15,4255,
Delphinus,,kaDel,ICRS,20,39,7.7842,10,5,10.331,2.157266667,2.107,-52,0.03327,5.05,9,4600,
Dorado,,alDor,ICRS,4,33,59.7775,-55,2,41.909,0.387066667,1.273,25.6,0.01856,3.27,-55,663,
Dorado,,beDor,ICRS,5,33,37.5177,-62,29,23.371,0.007066667,1.256,7.2,0.00314,3.4,-62,487,
Dorado,,deDor,ICRS,5,44,46.3788,-65,44,7.893,-0.1892,0.612,-3,0.02248,4.35,-65,496,
Dorado,,gaDor,ICRS,4,16,1.5857,-51,29,11.933,0.670466667,18.423,25.2,0.04926,4.25,-51,1066,
Dorado,,nuDor,ICRS,6,8,44.2619,-68,50,36.274,-0.339333333,1.968,17.5,0.01178,5.06,-68,474,
Dorado,,thDor,ICRS,5,13,45.4542,-67,11,6.918,0.1212,3.896,10.5,0.00597,4.83,-67,401,
Dorado,,zeDor,ICRS,5,5,30.6558,-57,28,21.734,-0.212466667,11.742,-2,0.08583,4.72,-57,735,
Draco,Thuban,alDra,ICRS,14,4,23.3498,64,22,33.062,-0.3768,1.719,-13,0.01056,3.647,65,978,
Draco,Alwaid,beDra,ICRS,17,30,25.962,52,18,4.994,-0.103933333,1.157,-20,0.00902,2.79,52,2065,
Draco,Rastaban,beDra,ICRS,17,30,25.962,52,18,4.994,-0.103933333,1.157,-20,0.00902,2.79,52,2065,
Draco,Batentaban Borealis,chDra,ICRS,18,21,3.3826,72,43,58.235,3.540133333,-35.16,32.5,0.12411,3.57,72,839,
Draco,Nodus II,deDra,ICRS,19,12,33.3,67,39,41.549,0.629933333,9.23,24.8,0.03254,3.07,67,1129,
Draco,Altais,deDra,ICRS,19,12,33.3,67,39,41.549,0.629933333,9.23,24.8,0.03254,3.07,67,1129,
Draco,Tyl,epDra,ICRS,19,48,10.3521,70,16,4.549,0.534533333,3.902,3.1,0.0224,3.99,69,1070,
Draco,Aldhibain,etDra,ICRS,16,23,59.4861,61,30,51.167,-0.1132,5.668,-14.3,0.03718,2.763,0,0,
Draco,Eltanin,gaDra,ICRS,17,56,36.3699,51,29,20.022,-0.0568,-2.305,-27.6,0.0221,2.23,51,2282,
Draco,Etamin,gaDra,ICRS,17,56,36.3699,51,29,20.022,-0.0568,-2.305,-27.6,0.0221,2.23,51,2282,
Draco,Edasich,ioDra,ICRS,15,24,55.7747,58,57,57.836,-0.055133333,1.73,-10.7,0.03192,3.29,59,1654,
Draco,Ed Asich,ioDra,ICRS,15,24,55.7747,58,57,57.836,-0.055133333,1.73,-10.7,0.03192,3.29,59,1654,
Draco,Ketu,kaDra,ICRS,12,33,28.9443,69,47,17.656,-0.3876,1.142,-11.4,0.00655,3.87,70,703,
Draco,Giansar,laDra,ICRS,11,31,24.2205,69,19,51.873,-0.274266667,-1.879,7.2,0.00976,3.84,70,665,
